age,income,tenure_months,transactions_last_30d,amount_last_30d,days_since_last_purchase,is_active_app_user,support_tickets_last_90d,discount_rate_mean,segment_code,target_purchase_next_30d
35,50045.56838185299,9,3,113.40946713682999,64,0,2,0.04333524386670122,2,0
25,33248.37634975693,5,3,142.3578909551026,134,0,0,0.13969711626504944,3,0
64,54704.28486499925,42,0,0.0,15,1,0,0.24501614838695215,2,1
49,36367.26498951573,82,1,56.519244087836384,89,1,0,0.15764246512648059,0,0
58,25844.28357429861,16,4,161.7677691343205,49,0,0,0.2544063646104027,3,0
32,45911.747847945255,54,1,50.37196052901553,120,1,0,0.050728295454321434,3,0
55,46586.78716502569,29,2,61.144736959318294,81,0,0,0.08189298730395607,1,0
35,26381.614031673886,90,3,193.652233347275,45,1,1,0.18541355181951763,2,0
41,38295.6714567165,103,2,79.65424280720565,95,0,0,0.1720170367111338,2,0
51,34504.10290095683,101,1,45.89237419685791,114,0,0,0.028598759096139813,2,1
69,44639.737765843536,40,0,0.0,42,1,0,0.017749052855177003,2,0
47,59715.3087414469,93,1,23.06571750102989,0,1,0,0.015484541388994588,0,0
54,52120.408285771235,4,1,66.62731400645266,70,0,0,0.2605186999591724,1,0
48,49509.786959668876,36,0,0.0,116,1,1,0.23393037431807945,0,0
40,22623.078374791152,106,2,115.04039890058431,3,1,0,0.10511529667164436,0,1
66,49578.732043107244,61,1,32.41156904568618,122,1,0,0.1275596207730887,1,0
67,33681.389047387325,110,0,0.0,5,0,0,0.20285083300310128,0,0
34,24232.029479883986,80,2,107.98928630249627,87,1,3,0.13830700505907542,2,0
64,63163.96966353293,65,1,10.579268798882424,54,0,0,0.15389692265053287,4,1
41,30035.45614494684,39,2,10.0,45,1,0,0.2625467899407468,3,0
56,51411.63239326411,43,2,45.69357448842923,91,1,1,0.23653051451246193,3,0
44,42692.22679717318,8,2,55.38633447794192,45,1,0,0.007657542282840568,3,0
57,35697.024190009746,97,2,88.27375371378845,150,0,0,0.27614559804067795,2,0
63,68298.0888845255,37,3,190.0512616744732,0,1,0,0.09437945344795425,2,1
40,40993.13935744475,12,1,29.70990922092404,2,1,1,0.06651120922010019,0,0
54,42012.033644741874,81,1,58.93085891162362,67,1,1,0.22825047277456637,0,0
44,38974.87010989727,73,1,14.113880273094892,54,0,0,0.05996372969134406,0,0
59,52638.34887239028,113,4,30.656477148336904,63,0,1,0.2788937355795901,4,0
27,47607.30437385004,18,4,141.1961328785728,111,0,1,0.10387792468089435,2,0
55,39472.982281027034,94,3,153.0332116591353,175,0,1,0.04497253051967918,0,0
48,36160.631738830925,103,2,67.14146331858868,100,1,0,0.12029504830629684,1,0
41,49379.92578424802,22,1,55.16504092911079,160,0,0,0.23135908232383043,2,0
37,40243.936769714244,92,2,70.63436074397687,75,1,0,0.08917051796903057,3,0
54,75867.67985327591,63,4,180.104687140251,76,0,0,0.11094160427529265,0,0
36,42119.25935777603,108,1,25.131851432324787,173,1,1,0.2910899063571029,4,0
19,55012.68609150141,16,1,76.71602552358392,117,0,0,0.0011034444666871534,3,0
67,48635.53984611048,116,2,128.24224702295754,147,0,0,0.18351766740717504,4,0
41,45663.57042418754,70,3,67.16684037031932,3,0,0,0.252153821260602,3,0
26,63489.73458339202,95,1,37.03494031278261,36,0,0,0.16769427547550328,0,0
29,58702.844211208896,48,2,65.05946937029307,95,0,0,0.22413664163108094,1,0
61,58414.43705070954,32,7,83.40768788927964,23,1,0,0.1036109067057897,4,0
35,58248.497283785895,79,5,247.34533639026085,109,1,0,0.2436975104387608,4,0
32,25784.374684045062,74,2,111.24833834904805,78,1,0,0.0038193590065796366,1,0
43,56610.200382125375,99,1,53.65140574696628,25,1,0,0.10743977457179606,2,0
19,46288.844454887774,112,2,112.7184823281722,24,1,0,0.26335960253907925,3,0
47,42306.47206540957,49,3,54.773565045622775,126,0,0,0.10418909673158268,3,0
20,101904.88385757696,23,2,41.2572592820557,68,1,1,0.10129682633257774,2,0
61,27895.4022983559,98,3,105.66050787023035,151,1,0,0.09425455207292674,2,0
40,48641.58855595879,23,2,47.72283191893956,136,0,0,0.22774983032448384,2,0
29,47430.84281696578,107,3,68.28304830026777,25,0,0,0.2764341106853929,0,0
41,48771.865431305974,89,1,27.48992230291107,152,0,0,0.2823486355717037,2,0
27,34789.91785482852,104,2,70.59298386095233,166,1,1,0.10585191309565925,0,0
34,53375.314149675956,75,4,73.8496256117744,105,0,0,0.07945366735476674,1,0
24,33143.75868372579,39,0,0.0,42,1,1,0.1882271484516191,2,0
52,54252.92653568424,54,2,141.18433512096922,147,0,0,0.24827229115029026,2,0
68,52349.380185073634,91,1,15.279534941255815,177,1,1,0.01386339887629585,2,0
43,46337.43001727412,11,3,133.13652201732503,27,1,0,0.02491046101727744,0,1
23,48910.06321190128,6,1,86.88625278201785,118,0,0,0.20288343807241996,2,0
21,73761.99870796874,91,2,111.97132337694406,146,0,0,0.24312299035365556,1,0
61,58672.11791683081,86,4,40.43357463967135,95,1,0,0.23694334304932557,3,1
36,52595.02536845026,41,0,0.0,160,0,1,0.2943735498155647,3,0
33,56368.280110914355,77,2,12.824250070893115,139,1,0,0.12902919821371395,4,0
23,50603.250437767405,109,3,15.0,74,0,0,0.08478719473259295,1,0
52,58282.42748710521,64,2,65.70049138506073,0,1,0,0.2851882388506475,1,0
21,40911.68298647212,71,2,72.52809444510964,131,1,0,0.28540937523398546,3,0
65,83160.2948483463,103,3,141.14431230117302,177,0,2,0.21351782794474516,0,0
28,52818.20786726156,90,0,0.0,167,1,0,0.1329764052445839,4,0
21,92394.96117566407,35,1,47.56824714422412,104,1,1,0.24957603893515945,4,0
54,83251.67051746094,22,2,99.91139421295819,156,0,0,0.14785651542092446,2,0
36,42442.98884182668,4,2,146.005395200978,94,1,0,0.16316377196980839,0,0
54,53592.80933338128,81,0,0.0,4,0,0,0.09398289362081899,2,0
20,55483.60882824507,109,2,68.59925740569018,63,0,1,0.02211985300963032,0,0
62,64006.34631196622,116,5,52.69600958444292,44,1,0,0.2653964525122167,0,0
34,51968.86260451237,36,1,5.0,24,1,0,0.12738578476427084,0,1
57,68103.51372483619,27,3,187.23259191883147,94,0,0,0.24992227229567657,2,0
66,23613.102584771972,105,2,63.23634264875456,83,1,0,0.24546487922701626,1,0
45,40850.29943477002,89,0,0.0,95,0,1,0.27526658828139083,0,1
35,47136.56259778198,34,5,157.84358785608333,126,0,1,0.23443183274584362,3,0
34,40000.382937457965,49,2,35.816448000903094,176,1,1,0.060770991572846864,1,1
53,24020.66758018495,21,3,124.65901276067586,108,1,1,0.1738420349755269,4,1
18,63257.92814250036,12,2,96.19738910273034,129,1,0,0.07863033367109702,2,1
25,33395.3642431444,35,5,25.0,34,0,0,0.16371210116451904,1,0
51,39885.262395050435,107,2,58.10621191707767,32,1,0,0.05498277076714509,1,0
19,61322.79928995059,69,3,155.94507875961745,84,1,1,0.2835683074079144,1,0
33,68365.66277550065,52,2,10.0,168,1,0,0.044512369633209946,1,0
51,41517.06458624172,89,1,80.76879779346362,31,0,0,0.17464208266111025,1,0
31,34448.99796727186,42,3,72.83718783392402,47,0,0,0.2924605363091924,0,0
66,37800.86659645554,25,0,0.0,40,1,0,0.15696829848228827,1,0
68,66720.33572319399,95,0,0.0,38,0,1,0.136197037190613,4,1
19,67569.53299618312,41,3,172.65869735605492,35,1,0,0.21943366819381774,2,1
27,55047.57469190984,2,2,62.69504592806311,22,0,0,0.032160533410486865,0,0
65,53705.36222187665,7,1,33.10441932877873,60,0,0,0.24922965927765584,0,0
19,30219.448851053457,71,1,47.78555642851996,64,1,0,0.1503776421414546,4,0
43,56976.272095286986,2,1,41.66969865342092,169,1,0,0.2831635785179318,0,0
67,61785.79957971447,7,4,92.86389179676189,97,0,2,0.2275794693267267,1,0
48,52481.69680935265,30,0,0.0,32,1,0,0.2736035523823356,0,0
33,53028.128095511594,113,3,131.9857617753803,30,0,0,0.18373846963133408,3,0
18,34523.87426396143,33,2,109.16150756924092,41,1,0,0.25095534259635893,1,1
38,67526.73534178521,108,1,22.05538489827525,156,0,1,0.24061122491892256,1,0
46,29611.855358238536,58,1,47.084384661931594,156,1,0,0.2771542494067869,1,0
22,49751.12254836809,78,1,18.056270404419767,17,1,0,0.07134607155721007,0,1
45,56862.98128505252,37,2,106.39452617207866,29,0,0,0.1767274580061687,4,0
39,67115.0255058653,63,0,0.0,145,1,0,0.03981623796293138,4,0
34,65804.85114983079,34,2,88.27844798167354,149,1,1,0.1382091726766829,3,0
68,67087.93496496746,93,1,40.191469972006615,95,1,2,0.0705897600616806,3,1
64,45468.13251336685,107,1,44.277236070524225,148,0,0,0.2514399302644837,4,0
54,84858.9041452174,84,3,105.26904947427641,124,0,0,0.12867829593901323,4,0
48,66317.26565092827,14,7,111.60036955429264,48,0,1,0.21753754765479227,3,0
42,44707.52846859034,51,2,190.55814348940754,78,0,1,0.2646480645667739,3,1
21,45674.29064099977,22,4,126.7599376270465,50,1,0,0.07832174625022438,2,0
33,61406.3099955308,20,1,54.21679959833718,78,1,0,0.25958761295870775,2,0
18,42988.629582873386,4,0,0.0,156,1,0,0.2620433347373022,2,0
37,30838.439926980955,101,2,10.0,154,0,0,0.24482663389484,3,0
42,51238.435551231465,76,2,88.94107685987865,66,1,0,0.0917097684510597,4,0
49,15914.60828885284,83,1,55.570699668896154,94,0,0,0.11848794981220577,4,0
36,55375.16002952459,33,0,0.0,94,1,1,0.09860985161282332,1,1
31,59569.45552764913,38,2,111.3368792073876,46,0,0,0.1341140315087218,0,0
54,46009.75526370041,76,4,127.10713390100348,158,0,0,0.11234903051887724,4,1
25,67249.52653323853,52,1,17.570458614512102,27,0,1,0.05263822558526728,1,0
24,62780.59124029801,27,1,31.411264059236203,92,1,0,0.15282858984091469,4,1
54,34716.0946014778,87,3,74.22477727188738,86,0,1,0.126237190551614,4,0
48,50663.63111599268,85,2,89.00579385303988,123,1,0,0.2819181928040016,1,0
63,42209.34281025805,76,1,48.830919089130404,17,1,0,0.27316836371023656,2,1
56,45153.57300682733,27,2,76.97959428646107,41,1,0,0.25527516041584547,3,0
64,67194.51348929993,110,0,0.0,159,0,0,0.2998194623072281,1,0
52,59381.240428703575,104,1,55.843536957417584,125,1,0,0.07689167866062965,4,0
61,39236.77293968463,4,3,165.31079700861645,154,0,0,0.0840895530872,1,0
26,53362.76358558997,76,2,50.31473800055885,66,0,0,0.003149818264641424,4,0
45,38664.48735355094,75,1,38.65750659424571,147,1,1,0.26452603538826686,0,1
67,42728.77105545267,86,3,108.41619873249982,92,1,0,0.14174432100302878,0,0
59,73087.72713532575,46,2,19.667856345742578,159,1,0,0.16881665697872314,2,0
38,88203.52155199519,40,1,57.55546973416565,156,1,0,0.2691752802251357,2,0
66,76685.28095242777,35,1,55.626970779079016,63,1,2,0.2669738323919245,3,0
34,54160.86184887175,106,2,94.51916384652256,15,0,0,0.29232263210435433,4,0
19,52759.37571146406,108,2,61.240035131042255,60,1,0,0.035800671450835785,4,0
59,65290.88568814106,42,3,147.87216174058244,5,0,0,0.00982375552890634,2,0
39,51522.75755080743,52,4,23.432061044614045,12,1,0,0.29282396245252407,0,0
19,28612.131862987375,86,4,44.3986655047907,100,1,0,0.04011450352457134,2,0
28,77284.19978928058,51,2,40.392558667711576,171,1,1,0.018759719243766737,1,0
21,32183.67531408542,72,3,62.61284709186205,34,0,0,0.2967764340054855,0,0
69,68117.52021452572,34,3,134.22473283231975,46,1,1,0.1310867366819502,2,0
62,61397.058328349,75,1,10.529815137402817,178,0,0,0.043456912638201395,2,0
66,77897.09051720554,89,1,19.497691698409536,105,0,0,0.12596490720221742,0,0
27,62937.83918323425,46,2,102.59970400523011,93,1,0,0.1267214846660376,3,0
59,41182.33345306646,53,4,80.261240549998,168,1,0,0.15251187716388873,1,0
47,66280.02968272817,106,2,64.17015148402608,24,0,0,0.14518233817237983,2,0
33,44549.72230488912,47,4,259.11566299037514,148,1,1,0.21665745024069225,1,0
52,35337.83404445924,27,4,201.82053905632142,161,0,2,0.16413320119234467,2,0
67,22527.46941562346,83,2,151.72603634921902,119,1,0,0.18689215131063902,0,0
41,48145.12031154707,63,1,30.090404705148302,40,1,0,0.12775037346630552,2,0
19,24670.61930536203,74,2,37.26174395698944,113,0,0,0.006017023002919286,1,0
61,71548.45455284328,97,1,34.497085958030105,103,1,0,0.1660660850706971,4,0
27,26436.28536018971,119,3,66.15933581217281,70,1,0,0.060362709255680345,2,0
27,44299.000656606535,45,1,77.53402292371186,48,0,1,0.1753907665575727,3,0
50,44940.481930994116,37,0,0.0,153,0,0,0.2805868372358692,4,0
59,52575.63944387047,19,2,78.9363292768381,142,1,0,0.22951947284946173,4,0
59,36990.46866256914,112,1,17.96479927298317,117,1,0,0.1673396129677275,4,0
63,67021.47474865426,81,2,105.61397339280913,47,0,0,0.01575254654417556,2,1
63,52446.38495256936,60,0,0.0,102,0,0,0.26786620465164723,0,0
24,49734.786137877585,103,2,93.89839741596471,55,1,0,0.1120814615117077,3,1
33,40245.793527603964,4,1,61.70987657343876,119,1,1,0.27161867036586107,2,0
55,58244.970330908924,117,3,173.37199058372988,66,0,1,0.09124032009738081,4,0
38,70959.33364931017,86,2,56.61365716622858,15,1,0,0.24160116886212513,2,1
55,90424.61123257264,38,2,94.74786222544148,110,1,0,0.28160145131982506,0,0
41,35883.19337839356,46,2,59.80788211431283,178,0,0,0.052652015346201654,4,0
41,47952.596657005466,97,2,58.162606815769564,33,1,0,0.05607212224538538,2,1
19,21393.852401255397,105,2,112.497198561336,107,0,0,0.035189845509222516,0,0
49,60197.52571833748,16,4,139.43833379573658,46,0,0,0.09726625443900196,0,0
62,29521.17696709271,49,1,53.44148863616297,124,1,0,0.28711450947812145,0,0
60,54131.684493730434,62,2,144.65581406514366,58,0,1,0.09247787023786819,2,0
35,68523.21030339377,15,4,181.39009623271346,74,0,0,0.09300021617305823,4,0
53,43820.54690954355,39,3,22.264046362086873,116,1,1,0.14377419711817363,1,0
28,36017.9474212277,81,3,133.21619047244837,156,1,0,0.1652004088245346,1,0
50,69771.6586953623,35,3,136.6842395134563,40,1,0,0.23855969551835207,1,1
39,60660.37838972901,41,0,0.0,110,0,0,0.2764169076688892,2,0
66,33053.19225405081,17,1,12.07126472625108,118,0,0,0.13961153360272083,0,0
54,52095.95270097995,74,3,46.40887534616547,113,1,0,0.08096791038570557,1,0
21,37194.35768366401,4,1,35.73128334228546,92,1,0,0.07172332278679297,1,0
63,65908.50310071008,35,1,38.041607429335265,161,0,0,0.11393315191341886,0,0
55,51844.27950229047,115,2,76.1214222926828,162,1,1,0.2476633085816974,3,0
29,72915.37136515982,41,0,0.0,144,0,0,0.18313149779354518,1,0
32,36026.64292517012,91,1,44.91864384287894,148,1,0,0.004610046921034582,0,1
26,53406.39775715548,63,1,19.447471593321254,97,1,1,0.03759980097367956,0,0
34,49816.26347465355,23,2,10.0,78,0,0,0.22165349240955698,4,0
67,53820.456598006975,62,3,125.03044675808934,122,0,1,0.14983776978227517,2,0
64,41505.10257577915,57,1,28.77450704230919,157,0,0,0.29205878003669866,0,0
46,16235.009854181073,119,1,37.84447874149289,33,1,1,0.02210977014987939,0,0
36,60186.09476797131,114,0,0.0,177,1,0,0.08464703928660958,2,0
37,50804.2893118285,65,5,327.4619508282842,89,0,0,0.1690879695209481,1,0
67,37530.75718921497,112,1,65.91750753326775,12,1,0,0.1302828573081869,1,1
28,42472.881410145805,72,1,51.940775193170545,158,1,0,0.216459991890271,0,0
57,32460.871705924154,12,1,34.38721959002662,100,1,0,0.13645337332511626,2,0
69,22124.98725666786,102,2,137.00430785250055,108,0,0,0.27946778811074485,2,1
62,65580.80715945509,88,2,58.81913669187986,78,0,0,0.23804652523574535,2,0
55,58573.70524608517,1,4,218.44810625329882,47,1,0,0.08774329083097072,1,0
64,29730.320798529287,2,1,61.58694627684912,29,1,0,0.2503479225091339,1,0
29,87870.91894671449,113,1,33.69268225202349,0,1,1,0.056902616542973815,1,1
69,33097.79210029467,38,0,0.0,75,1,0,0.037648763517237435,2,0
22,60718.704102496624,40,2,74.72780864507376,154,1,0,0.010024091385155032,0,0
18,50056.08167620645,68,3,28.363332882912278,14,1,0,0.019186075092727094,2,0
28,31055.634326647516,99,1,51.03689806863076,159,0,0,0.22096924089868764,2,0
49,55245.17027371903,67,1,65.07213837260824,77,0,1,0.016927841414699527,4,0
30,47233.35906825014,71,2,34.14988264463814,158,0,0,0.26554895489071656,3,0
50,40445.45129237721,8,1,30.834021676789266,7,0,0,0.11405549228588578,3,0
23,69787.26538323103,102,4,26.037761710417385,125,1,0,0.22958738708538307,0,0
54,59358.36355158912,21,2,57.182771457054145,169,1,2,0.0721747981543288,2,0
29,60788.04048119392,46,4,152.19168425807985,158,0,1,0.25829899865709816,3,0
45,46770.94450231985,70,3,174.04820285824363,53,1,1,0.17712823747581524,2,0
24,55282.26224606102,102,3,74.20927066391118,58,0,0,0.06962170224288321,1,0
68,49596.81688813099,62,2,107.20935398659843,61,1,0,0.16250967528978924,0,1
37,57488.1396736554,111,1,26.05199360187151,164,1,0,0.12802464179609016,4,0
49,35427.02801627819,24,1,6.5032813773861164,137,1,0,0.19495023863475117,0,0
43,15000.0,36,1,59.25356740891713,57,1,0,0.04686106283701926,2,1
48,70342.0024242791,89,1,50.90140032017608,42,0,1,0.2847549478688222,0,0
41,49778.74594252325,74,3,73.2176698960436,174,1,0,0.030532612432016746,2,1
21,58575.948324112,28,4,178.77936155799395,179,0,0,0.1405016260346467,2,0
61,39733.234856226685,25,2,85.90867637505332,179,1,0,0.14126246045271856,2,0
51,46643.65856551912,42,3,190.39295770670674,49,1,0,0.20983040018019009,1,0
31,72804.66370869167,79,2,109.19658557318465,44,1,1,0.23229699387296615,1,0
22,55457.96477848087,89,2,30.415227639702152,19,1,1,0.22012870430487888,3,0
64,83070.61867679736,111,1,39.32880985609831,143,0,0,0.0708088045808,4,0
35,63373.81684460628,82,3,170.8513508874508,172,1,1,0.15245708606622205,1,0
65,39977.74489883351,78,1,61.15360250129793,89,0,0,0.15649978303243692,2,0
57,56624.46642581464,41,2,98.05412962390074,4,1,1,0.10892276948803253,4,0
67,75234.59190996627,88,2,64.93426458264999,89,1,2,0.10260837383035624,3,1
52,53304.078330309785,71,1,30.386387622708916,36,1,0,0.02927897430122136,1,0
27,59681.26175965194,105,2,98.7660797853027,101,1,0,0.12776054200777887,2,0
19,71191.65632823927,12,5,147.8736194189022,26,1,0,0.15249630406374984,4,0
30,15000.0,81,1,41.13404469349739,156,0,0,0.10923608413691023,1,0
40,60519.41542507896,32,3,147.26656983412676,133,1,1,0.2865918528021403,1,0
50,70202.1945097403,30,5,82.52631215860146,17,1,1,0.08812563874135666,3,0
64,38486.83424895085,2,3,126.98459909672978,154,0,0,0.25663509090589604,2,0
25,65679.37117765217,79,2,100.76376631026505,78,0,0,0.026409476310180147,1,0
51,49922.07605986239,31,0,0.0,176,0,0,0.29368835973191715,4,0
22,24618.519858929947,111,1,25.380651548789977,167,0,0,0.03370220188206869,4,0
43,61859.26047387395,59,3,204.1323646487984,122,1,0,0.02429099596948614,0,0
21,49856.72595491546,87,3,79.62366839461059,119,0,0,0.11816652503312208,4,0
37,48884.64410301654,56,5,207.60945305372098,128,0,0,0.2294811728105357,4,0
49,59691.67889367823,32,2,90.19806774290105,47,1,0,0.06416766371017653,2,0
56,35762.17033685281,81,0,0.0,9,0,0,0.13024002697364087,1,0
59,61577.09380947141,108,0,0.0,85,0,0,0.20260412873755318,0,0
45,36316.123740219744,76,3,29.953809440130097,72,0,0,0.2738788248538153,4,0
31,72693.27206012447,111,2,74.98678706854218,105,1,0,0.2535519894752009,3,0
65,67085.67744965653,36,2,40.62465785375936,0,1,0,0.1666958954369461,2,0
66,73066.84417904311,29,1,54.43741986661898,4,1,1,0.10180578750666731,2,1
68,56963.66729683269,19,2,107.0700341123017,16,0,0,0.020518666843635736,2,0
59,43644.32066127525,44,1,31.650143260162494,121,1,1,0.02636708447699024,4,1
58,39186.975520382344,113,2,118.98811319449652,34,1,0,0.013393028700806608,4,0
22,38291.31628677613,14,4,144.46327285623738,162,1,0,0.03071306567140318,3,0
47,47411.09908207214,71,2,93.98257524728959,109,1,0,0.10056614968949724,4,0
39,39705.24880752752,111,4,124.60357182445694,67,1,1,0.2795356892732447,3,0
31,54872.88885626443,66,3,81.97517017146303,35,0,1,0.19160646211319796,3,0
21,37919.285191569026,69,3,122.82422647254276,55,1,1,0.11864367316765095,3,0
29,40667.25551430543,89,1,44.44901606007215,16,0,1,0.1669764304839341,3,0
65,44286.71021790593,39,1,47.40202936889804,28,1,0,0.29525862267937786,0,1
65,38357.53100750137,74,2,32.819334306984686,96,0,0,0.10918805436667964,0,1
56,44867.02356107699,33,2,14.440222727825528,66,1,1,0.11819043617108335,2,0
23,58757.500575801016,108,1,24.200406200053916,9,1,2,0.2892035294966073,0,1
53,36741.4624745763,68,2,66.19094472747798,90,1,0,0.014486915118818366,2,0
24,31943.598001115115,49,1,60.5368082771931,67,1,1,0.11246387680956081,1,0
53,47326.618606849406,116,7,341.63589852582925,153,0,0,0.15586686589899756,4,0
19,32912.11538623603,59,5,273.26681537387725,151,1,1,0.012823624648696507,1,0
32,70049.13368536737,56,3,99.29516523892418,158,0,2,0.016968199792310613,2,0
24,39520.08188521775,30,5,25.0,4,0,0,0.29419497186323723,4,0
66,50721.40796261351,117,1,45.41806594818359,71,1,0,0.09998154868775871,2,0
47,56809.83052824201,79,1,5.0,154,1,0,0.285442371194061,4,0
65,31068.396141605986,89,1,53.95679871945903,152,0,0,0.15748210436695517,3,0
19,37329.26369758079,107,2,43.70566200471765,13,0,0,0.013390532393815158,4,0
56,40549.8187009859,84,2,102.15923646532762,122,1,0,0.14043368715839252,2,0
42,61737.30075789122,114,2,115.82886936163544,99,0,0,0.2187043922192423,3,0
42,77473.16156245611,19,3,107.39115287750283,173,0,0,0.008793554852896878,2,0
63,77838.98889714495,56,1,38.26405403845577,136,1,0,0.040287991856722556,1,0
20,69099.60712464231,24,2,153.05812325891554,179,1,0,0.10105982987067483,3,0
67,31399.964251601967,38,2,116.32694365646431,88,1,1,0.04679316607365725,3,1
19,36853.420337776566,88,1,30.22240722983971,139,0,0,0.19329058136066243,2,0
36,70811.94535448364,66,1,30.45085315479806,45,0,0,0.15001112086866325,1,0
25,72883.30276617341,20,2,103.72991363503863,70,0,0,0.19127658438350706,0,0
45,61935.72874394626,84,4,20.0,122,0,1,0.26138838803745207,3,0
48,62086.97669528321,66,1,22.723655764521066,50,0,0,0.047708865978872306,3,0
51,43564.06441524568,43,1,35.615983521093796,30,0,0,0.29085898980563163,3,0
59,75742.06082196665,62,1,62.73661445313854,103,0,0,0.1459961807548615,3,0
57,39034.353583816446,93,2,76.99357872224248,166,0,0,0.1912292867218511,2,0
67,25841.983385940777,87,2,44.64946864311706,0,0,0,0.041548632227810446,1,0
41,62019.43712871924,23,5,164.70587870244464,129,0,0,0.13686262459334847,3,0
27,41258.29600893592,66,0,0.0,133,1,0,0.10347522211650138,2,0
26,30521.511543699795,45,6,58.12907551428976,16,0,0,0.21688811336942226,3,0
32,63170.05927692417,26,2,28.070171539542805,83,0,0,0.0192067035288899,4,0
49,22575.78367484996,114,2,10.0,49,0,0,0.09677608192865886,4,0
20,56814.905033513365,93,1,52.87561371528592,118,0,1,0.08597162894785836,4,0
67,43300.722946855596,105,1,45.566412585597824,1,0,0,0.2575636747302458,0,0
69,74020.43354305474,94,1,26.943722077131774,44,0,0,0.12666482645655774,2,0
26,56859.403773893355,95,0,0.0,166,0,0,0.004466198564404433,0,0
58,66107.56490966126,5,5,236.83259824684484,55,1,0,0.06134903679982808,0,0
49,33734.33815299727,119,4,208.31993858101924,98,0,0,0.09128052809665695,1,0
42,24589.020227612047,65,4,305.5007940358296,162,0,1,0.012858101868360715,4,0
56,44565.66268675657,39,3,148.75247433678015,103,0,0,0.1055208610517147,2,0
47,59175.85305354725,10,1,52.08459896269856,64,0,0,0.03168297926336335,3,0
34,51069.226865085155,2,2,54.268249952756136,69,0,0,0.2754740280100955,0,0
47,67261.50359743195,14,3,40.43445329098564,28,0,0,0.14670944466056782,0,0
25,58196.37255896002,39,1,32.802449528405226,85,1,0,0.15520275678934595,0,0
31,34258.5851962797,7,2,101.57329503154571,118,1,0,0.26415523990598827,4,0
68,56969.65856160387,31,3,57.42825069076979,143,1,1,0.14978537295404606,3,0
27,52579.11342383067,91,1,21.68191633405413,78,1,0,0.15250315463766648,2,0
49,69062.36144057519,40,0,0.0,89,0,0,0.09761042361007516,4,0
33,36109.543552930634,68,0,0.0,58,1,0,0.2573060322663911,4,0
42,40051.319344589174,87,3,126.22412788894752,166,0,2,0.12372667464474776,4,0
30,55953.59298159931,61,3,16.22758888466815,53,1,0,0.21983502294448207,4,0
47,71206.79734018302,59,2,86.04377493965352,16,1,0,0.047597153795544966,0,0
46,47009.88962944124,26,0,0.0,179,0,0,0.05755950095917442,0,0
50,58947.97015544912,25,1,20.3171453435086,173,1,1,0.04844263188832074,1,0
34,50528.33661527817,3,2,45.42757218062587,56,1,0,0.26788907361003683,1,0
48,49363.36856257708,3,4,259.7998399379921,135,0,0,0.21202658729021676,2,0
55,67278.29771819798,27,2,57.84834917640343,59,0,1,0.14392390796194957,2,1
55,51647.923090376644,9,4,138.849199872124,175,1,0,0.24624282134128284,2,0
47,43361.609499876446,39,2,117.89119458109207,82,1,1,0.10928051163922207,1,0
33,42474.70542910237,1,2,94.36766987309484,165,1,2,0.10629795036041316,3,0
45,45393.70455527089,103,0,0.0,48,0,0,0.2407396816133085,1,1
45,39619.36556751826,82,0,0.0,35,0,0,0.11075899698841853,3,0
67,46431.210276419,18,4,228.18247731975924,170,1,0,0.05209408093280064,3,0
37,50882.66856666175,21,3,124.22283444295806,75,1,1,0.18852353793174714,1,0
34,54301.17856717759,25,1,34.74348525783671,62,1,0,0.17109207401772644,2,0
56,35221.82620930066,23,3,185.840936827287,59,1,1,0.12132563725412869,2,0
51,43691.51702947164,17,4,145.79784409138972,153,0,0,0.12657883612225726,2,0
40,44425.199078671685,28,1,41.0993059995333,50,1,0,0.2957885960696835,4,0
18,38549.87045020598,94,2,82.14932929427243,63,1,0,0.1740962558392988,2,1
54,41308.84933871774,66,4,108.2666446472153,31,0,0,0.20122070686968044,3,0
56,63510.97763782242,18,2,93.52112164734763,110,1,0,0.10739324567063485,1,0
66,70459.79633686473,21,3,77.90835472045902,28,0,2,0.2990091821562331,4,0
44,45304.70374895178,13,1,66.27553043128967,92,1,0,0.2738255003130433,2,0
44,39334.91728600271,100,4,218.12282733498876,177,1,2,0.14832601642778878,3,0
28,48781.002196470356,61,1,50.39163497340358,150,0,0,0.06238533509956931,4,0
41,51264.419446673324,55,0,0.0,164,0,0,0.05010555465680013,3,0
18,60381.109258117096,61,1,58.050880010103214,60,0,1,0.20202919663009064,0,0
44,44054.340856935596,57,3,15.0,95,0,0,0.2990894618848368,0,0
54,41869.57552356233,53,2,111.14214782968527,65,1,1,0.2938379272129437,0,0
58,86774.03128879359,50,2,113.8305354418012,171,1,0,0.059074031220877996,3,0
52,30596.312909679495,102,2,83.29527008749976,80,1,0,0.10748317965390772,3,0
59,63516.84049956495,98,1,55.423424300800164,142,1,0,0.021143481003580888,2,0
52,72345.71163056834,67,3,143.97382926563154,105,1,0,0.28766452424102,2,0
58,46192.70575968276,97,1,45.29195110807147,71,1,1,0.177128046674479,3,1
40,56598.86229068658,3,2,79.23951697065735,18,1,0,0.08351176132387911,3,0
49,24847.665497706697,86,1,10.229843768347465,29,0,0,0.2518909099426768,4,0
51,50373.12859001814,38,0,0.0,102,0,2,0.1830856254371923,0,0
47,67392.54742708598,13,1,13.917305338958034,7,0,0,0.08781312627345923,0,0
